target,scaffold,active_count,rank
PKM2,O=S(=O)(Nc1ccccc1)c1ccc2nccnc2c1,3,17.0
PKM2,O=c1c(S(=O)(=O)Nc2ccccc2)cnc2sccn12,3,18.0
PKM2,O=c1c2ccccc2nnn1CSc1nnnn1-c1ccccc1,3,19.0
PKM2,O=c1oc2ccccc2c2ccccc12,3,20.0
PKM2,c1ccc(-n2nnnc2SCc2cn3cccnc3[nH+]2)cc1,3,21.0
PKM2,C(=Cc1ccc(N2CCOCC2)o1)c1ccccc1,2,22.0
PKM2,C=C1c2ccccc2-c2ccccc21,2,23.0
PKM2,N=C1c2ccccc2-c2ccccc21,2,24.0
PKM2,O=C(CCc1nc(-c2ccccc2)no1)Nc1cccnc1,2,25.0
PKM2,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)Nc1ccccc1,2,26.0
PKM2,O=C(COc1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,2,27.0
PKM2,O=C(COc1ccccc1)N1CCN(S(=O)(=O)c2cccs2)CC1,2,28.0
PKM2,O=C(CSc1ccc(-c2ccccc2)nn1)Nc1ccon1,2,29.0
PKM2,O=C(CSc1ccc(-c2cccnc2)nn1)Nc1nncs1,2,30.0
PKM2,O=C(CSc1ccc(-c2ccco2)nn1)Nc1ccccc1,2,31.0
PKM2,O=C(CSc1ccccn1)Nc1nccs1,2,32.0
PKM2,O=C(CSc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1)Nc1ccon1,2,33.0
PKM2,O=C(CSc1nc2[nH]c(=O)[nH]c(=O)c2n1Cc1ccccc1)Nc1ccccc1,2,34.0
PKM2,O=C(CSc1nc2ccccc2[nH]1)NN=CC=Cc1ccco1,2,35.0
PKM2,O=C(CSc1nncs1)Nc1cc(-c2ccco2)cs1,2,36.0
PKM2,O=C(Cc1ccc2c(c1)OCCO2)N1CCN(S(=O)(=O)c2ccccc2)CC1,2,37.0
PKM2,O=C(NCCc1nc2cc(NS(=O)(=O)c3ccccc3)ccc2[nH]1)c1ccco1,2,38.0
PKM2,O=C(NCCn1ccc2nc3ccccc3nc21)c1ccccc1,2,39.0
PKM2,O=C(NCc1ccccc1)Nc1cccs1,2,40.0
PKM2,O=C(NCc1ccco1)c1c[nH]c(=S)s1,2,41.0
PKM2,O=C(Nc1cccc(S(=O)(=O)Nc2ccccc2)c1)c1ccc[nH]1,2,42.0
PKM2,O=C(Nc1ccccc1)C1C2C(=O)N(c3ccccc3)C(=O)C2C2C=CC=NN21,2,43.0
PKM2,O=C(Nc1ccccc1)c1ccc(Cn2cccn2)o1,2,44.0
PKM2,O=C(c1cc[nH]n1)N1N=C(c2ccccc2)CC1c1ccccc1,2,45.0
PKM2,O=C(c1ccc(Cn2cccn2)cc1)N1CCN(c2ccccc2)CC1,2,46.0
PKM2,O=C(c1ccc([N-]S(=O)(=O)c2cccc3cccnc23)cc1)N1CCCCC1,2,47.0
PKM2,O=C(c1ccncc1)N1N=C(c2ccccc2)CC1c1ccccc1,2,48.0
PKM2,O=C1CCCC(=O)[C-]1C(c1cccs1)[C-]1C(=O)CCCC1=O,2,49.0
PKM2,O=C1Nc2ccc(S(=O)(=O)Nc3ccccc3)c3cccc1c23,2,50.0
PKM2,O=S(=O)(N=c1[nH]ccs1)c1ccccc1,2,51.0
PKM2,O=S(=O)(NCCNc1ccccc1)c1ccccc1,2,52.0
PKM2,O=S(=O)(c1ccc(NCCc2ccccc2)cc1)N1CCCC1,2,53.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCN(c2ccccc2)CC1,2,54.0
PKM2,O=S(=O)(c1ccc2ccccc2c1)N1CCNCC1,2,55.0
PKM2,O=S(=O)(c1ccccc1)N1CCCN(S(=O)(=O)c2ccccc2)CC1,2,56.0
PKM2,O=S(=O)(c1ccccc1)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,2,57.0
PKM2,O=S(=O)(c1ccccc1)N1CCN(c2cccc(Sc3nnc[nH]3)c2)CC1,2,58.0
PKM2,O=S(=O)(c1ccccc1)N1CCN=C1SCc1cccnc1,2,59.0
PKM2,O=c1[nH]c(=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2[nH]1,2,60.0
PKM2,O=c1ccc2cc(S(=O)(=O)Nc3ccccc3)ccc2o1,2,61.0
PKM2,O=c1ccncn1N=Cc1ccccc1,2,62.0
PKM2,O=c1cnnc2sc(SCc3ccccc3)nn12,2,63.0
PKM2,O=c1oc2ccccc2cc1S(=O)(=O)c1ccccc1,2,64.0
PKM2,c1ccc(-c2nn3c(Cn4cnc5ccccc54)nnc3s2)cc1,2,65.0
PKM2,c1ccc(C2=NNC(c3ccccc3)C2)cc1,2,66.0
PKM2,c1ccc(C2=NNC(c3cccs3)C2)cc1,2,67.0
PKM2,c1ccc(Cn2nnc3c(NCCc4ccccn4)ncnc32)cc1,2,68.0
PKM2,c1ccc(NCCc2ccccn2)cc1,2,69.0
PKM2,c1ccc(OCc2nn3c(Cn4cnc5ccccc54)nnc3s2)cc1,2,70.0
PKM2,c1ccncc1,2,71.0
PKM2,C(=NNc1ccnc2ccccc12)c1ccccc1,1,72.0
PKM2,C(=NNc1nc(-c2cccs2)cs1)c1ccccc1,1,73.0
PKM2,C(=NOCc1ccccc1)c1cncnc1,1,74.0
PKM2,C(=Nc1ccccc1)c1ccc(-c2ccccc2)o1,1,75.0
PKM2,C(=Nc1ccccc1)c1ccccc1,1,76.0
PKM2,C(=Nn1cnnc1)c1cccn1-c1ccccc1,1,77.0
PKM2,C1=C(c2ccccc2)N2CC[NH+]=C2S1,1,78.0
PKM2,C1=CC(c2ccco2)C=C(SCc2ccccc2)N1,1,79.0
PKM2,C=C(C(=O)c1ccccc1)c1nnnn1-c1ccccc1,1,80.0
PKM2,C=C1C=Nc2nnnn2C1c1ccccc1,1,81.0
PKM2,N=C(Cn1ncc(N2CCCC2)cc1=O)c1ccccc1,1,82.0
PKM2,O=C(C1=CC(=O)N(CCC[NH+]2CCOCC2)C1c1ccncc1)c1ccccc1,1,83.0
PKM2,O=C(C1=CC(=O)N(c2ncccn2)C1c1ccccc1)c1ccco1,1,84.0
PKM2,O=C(C1CCC1)N1CCc2cc(S(=O)(=O)Nc3ccc4c(c3)OCO4)ccc21,1,85.0
PKM2,O=C(C1CCN(S(=O)(=O)c2cnoc2C=Cc2ccco2)CC1)N1CCc2ccccc2C1,1,86.0
PKM2,O=C(C=CC(=O)c1ccccc1)NCc1cccs1,1,87.0
PKM2,O=C(C=Cc1[nH]cc[nH+]1)c1ccccc1,1,88.0
PKM2,O=C(C=Cc1ccccc1)Nc1cn(Cc2ccccc2)c(=O)[nH]c1=O,1,89.0
PKM2,O=C(C=Cc1ccco1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,90.0
PKM2,O=C(C=Cc1ccco1)NCC(=O)NCc1ccccc1,1,91.0
PKM2,O=C(C=Cc1ccco1)NCC(=O)NN=Cc1ccccc1,1,92.0
PKM2,O=C(CCC1CCCN(C(=O)c2cc(C3CC3)[nH]n2)C1)NCc1ccccc1,1,93.0
PKM2,O=C(CCCSc1nnc(-c2ccoc2)[nH]1)c1ccccc1,1,94.0
PKM2,O=C(CCCc1c[nH]c2ccccc12)N1CCN(S(=O)(=O)c2cccs2)CC1,1,95.0
PKM2,O=C(CCCc1cccs1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,96.0
PKM2,O=C(CCCc1nc2ccccc2s1)N1CCN(S(=O)(=O)c2cccs2)CC1,1,97.0
PKM2,O=C(CCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)NC1CC1,1,98.0
PKM2,O=C(CCN1C(=O)C(=Cc2cccs2)SC1=S)Nc1ccccc1,1,99.0
PKM2,O=C(CCN1C(=O)c2ccccc2C1=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,100.0
PKM2,O=C(CCNC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccccc1,1,101.0
PKM2,O=C(CCOc1ccccc1)N1CCN(S(=O)(=O)c2cccs2)CC1,1,102.0
PKM2,O=C(CCS(=O)(=O)c1cccc2c1N(C(=O)C1CC1)CC2)NCc1ccco1,1,103.0
PKM2,O=C(CCc1ccccc1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,1,104.0
PKM2,O=C(CCc1ccccc1)N1CCN(S(=O)(=O)c2cccs2)CC1,1,105.0
PKM2,O=C(CCc1ccco1)Nc1ncc(Cc2ccccc2)s1,1,106.0
PKM2,O=C(CCc1ccco1)Nc1nccs1,1,107.0
PKM2,O=C(CN(CC1CCCO1)C(=O)C=CC(=O)c1ccccc1)NC1CCCCC1,1,108.0
PKM2,O=C(CN1C(=O)C(=O)c2ccccc21)NCCc1ccccc1,1,109.0
PKM2,O=C(CN1C(=O)COc2ccccc21)N(Cc1cccnc1)Cc1ccco1,1,110.0
PKM2,O=C(CNS(=O)(=O)c1cccs1)N1CCN(c2ccccn2)CC1,1,111.0
PKM2,O=C(COC(=O)c1ccc([N-]S(=O)(=O)c2cccs2)cc1)NCc1ccco1,1,112.0
PKM2,O=C(COC(=O)c1cccs1)Nc1cc(-c2ccco2)cs1,1,113.0
PKM2,O=C(COC(=O)c1cnoc1)Nc1cc(-c2cccs2)cs1,1,114.0
PKM2,O=C(COc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1)NCc1ccccn1,1,115.0
PKM2,O=C(CSCc1ccco1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,116.0
PKM2,O=C(CSc1ccc(-c2cccnc2)nn1)Nc1ccccc1,1,117.0
PKM2,O=C(CSc1ccc2c(c1)OCCO2)c1c[nH]c(=O)[nH]c1=O,1,118.0
PKM2,O=C(CSc1ccc2c(n1)CCC2)Nc1ccon1,1,119.0
PKM2,O=C(CSc1ccc2ccccc2c1)NCCc1ccccc1,1,120.0
PKM2,O=C(CSc1ccc2ccccc2n1)N1CCN(C(=O)c2ccco2)CC1,1,121.0
PKM2,O=C(CSc1ccc2ccccc2n1)Nc1ccon1,1,122.0
PKM2,O=C(CSc1cccc2cccnc12)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,1,123.0
PKM2,O=C(CSc1ccccc1)N1CCC(c2nc3ccccc3s2)CC1,1,124.0
PKM2,O=C(CSc1ccccc1)N1CCN(S(=O)(=O)c2cccs2)CC1,1,125.0
PKM2,O=C(CSc1ccccc1)OCC(=O)N1CCN(C(=O)c2ccco2)CC1,1,126.0
PKM2,O=C(CSc1ccccn1)Nc1ccccc1,1,127.0
PKM2,O=C(CSc1ccccn1)Nc1cnon1,1,128.0
PKM2,O=C(CSc1ccn[nH]1)Nc1ccccc1,1,129.0
PKM2,O=C(CSc1ccnc2ccccc12)NN=Cc1ccccc1,1,130.0
PKM2,O=C(CSc1n[nH]c(-c2cccs2)n1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,131.0
PKM2,O=C(CSc1n[nH]c2c3ccccc3nc-2n1)Nc1ccccc1,1,132.0
PKM2,O=C(CSc1nc2ccccc2[nH]1)c1ccc2c(c1)OCO2,1,133.0
PKM2,O=C(CSc1nc2nc3c(cc2c(=O)[nH]1)COCC3)Nc1ccccc1,1,134.0
PKM2,O=C(CSc1nc2nncc-2cn1-c1ccccc1)Nc1ccccc1,1,135.0
PKM2,O=C(CSc1nc2scc(-c3ccco3)c2c(=O)[nH]1)N1CCOCC1,1,136.0
PKM2,O=C(CSc1nc[nH]n1)Nc1cc(-c2cccs2)cs1,1,137.0
PKM2,O=C(CSc1ncc(Cc2ccccc2)cn1)N1CCN(c2ccccc2)CC1,1,138.0
PKM2,O=C(CSc1ncc2c(n1)CC[NH+](Cc1ccccc1)C2)Nc1ccccc1,1,139.0
PKM2,O=C(CSc1ncc2c3c(sc2n1)CSCC3)Nc1ccccc1,1,140.0
PKM2,O=C(CSc1ncccn1)Nc1ccccc1,1,141.0
PKM2,O=C(CSc1nccs1)c1c[nH]c(=O)[nH]c1=O,1,142.0
PKM2,O=C(CSc1nccs1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,1,143.0
PKM2,O=C(CSc1ncn(-c2ccccc2)n1)Nc1ccccc1,1,144.0
PKM2,O=C(CSc1ncn(-c2ccccc2)n1)Nc1ccon1,1,145.0
PKM2,O=C(CSc1nn2c(=O)cnnc2s1)Nc1nccs1,1,146.0
PKM2,O=C(CSc1nnc(-c2ccc(NS(=O)(=O)c3ccccc3)cc2)o1)Nc1nncs1,1,147.0
PKM2,O=C(CSc1nnc(-c2ccccc2)o1)Nc1ccccc1,1,148.0
PKM2,O=C(CSc1nnc(-c2ccco2)c(-c2ccco2)n1)Nc1ccccc1,1,149.0
PKM2,O=C(CSc1nnc(-c2cccs2)o1)Nc1ccon1,1,150.0
PKM2,O=C(CSc1nnc(-c2ccncc2)s1)Nc1ccccc1,1,151.0
PKM2,O=C(CSc1nnc(-c2ccoc2)o1)Nc1ccon1,1,152.0
PKM2,O=C(CSc1nnc(-c2ccon2)o1)Nc1nccs1,1,153.0
PKM2,O=C(CSc1nnc(Cc2ccccc2)o1)Nc1ccccc1,1,154.0
PKM2,O=C(CSc1nnc2c(n1)[nH]c1ccccc12)Nc1nncs1,1,155.0
PKM2,O=C(CSc1nnc2ccncn12)Nc1ccccc1,1,156.0
PKM2,O=C(CSc1nncn1-c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,157.0
PKM2,O=C(CSc1nnco1)Nc1ccccc1,1,158.0
PKM2,O=C(CSc1nncs1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,159.0
PKM2,O=C(C[NH+]1CCCCC1)Nc1cc(-c2ccco2)cs1,1,160.0
PKM2,O=C(C[NH+]1CCCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccccc1,1,161.0
PKM2,O=C(Cc1ccccc1)NC1CCN(S(=O)(=O)c2ccccc2)CC1,1,162.0
PKM2,O=C(Cc1ccccc1)NCc1ccc(NCCc2ccccc2)cc1,1,163.0
PKM2,O=C(Cc1ccccc1)Nc1cc(=O)[nH]c(=O)[nH]1,1,164.0
PKM2,O=C(Cc1cccs1)N1CCCC(c2ncc3nnn(Cc4ccccc4)c3n2)C1,1,165.0
PKM2,O=C(Cc1cccs1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,166.0
PKM2,O=C(Cc1coc2ccccc12)N1CCN(S(=O)(=O)c2cccs2)CC1,1,167.0
PKM2,O=C(Cn1cc(C=C2NC(=S)NC2=O)c2ccccc21)NCc1ccco1,1,168.0
PKM2,O=C(Cn1cnnn1)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,1,169.0
PKM2,O=C(Cn1nnc(-c2ccccc2)n1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,170.0
PKM2,O=C(Cn1nnc(-c2ccccc2)n1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,171.0
PKM2,O=C(Cn1sc2ncccc2c1=O)N1CCC(Cc2ccccc2)CC1,1,172.0
PKM2,O=C(Cn1sc2ncccc2c1=O)Nc1ccccc1,1,173.0
PKM2,O=C(NC1CC1)C1=CC(c2csc3ccccc23)CCO1,1,174.0
PKM2,O=C(NC=Cc1ccco1)OCc1ccccc1,1,175.0
PKM2,O=C(NCCN1C(=O)SC(=Cc2cccnc2)C1=O)c1ccccc1,1,176.0
PKM2,O=C(NCCN1C(=O)SC(=Cc2cccs2)C1=O)c1cccnc1,1,177.0
PKM2,O=C(NCCOC(=O)c1ccc(C(=O)OCCNC(=O)c2cccnc2)s1)c1cccnc1,1,178.0
PKM2,O=C(NCCc1ccco1)c1ccc2[nH]ccc2c1,1,179.0
PKM2,O=C(NCc1ccc(C=c2sc3n(c2=O)CCN=3)o1)C(=O)Nc1ccccc1,1,180.0
PKM2,O=C(NCc1ccc2c(c1)OCO2)C1CCN(S(=O)(=O)c2cccs2)CC1,1,181.0
PKM2,O=C(NCc1ccc2c(c1)OCO2)c1c[nH]c(=S)s1,1,182.0
PKM2,O=C(NCc1ccc2c(c1)OCO2)c1ccc(NS(=O)(=O)c2ccccc2)cc1,1,183.0
PKM2,O=C(NCc1cccc2ccccc12)c1ccccc1,1,184.0
PKM2,O=C(NCc1ccccc1)C1=CCN(S(=O)(=O)c2ccccc2)CC1,1,185.0
PKM2,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,1,186.0
PKM2,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,1,187.0
PKM2,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2cccs2)CC1,1,188.0
PKM2,O=C(NCc1cccnc1)c1cc(-c2ccco2)on1,1,189.0
PKM2,O=C(NCc1ccco1)C1CCCN1C(=O)c1cccs1,1,190.0
PKM2,O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2ccccc2)CC1,1,191.0
PKM2,O=C(NCc1ccco1)C1c2ccccc2C(=O)N2CCc3ccccc3C12,1,192.0
PKM2,O=C(NCc1ccco1)c1cc2c(-c3ccccc3)n[nH]c2s1,1,193.0
PKM2,O=C(NCc1ccco1)c1cc2ccccc2o1,1,194.0
PKM2,O=C(NCc1ccco1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,1,195.0
PKM2,O=C(NCc1ccco1)c1ccc2c(c1)N=Cc1ccccc1S2,1,196.0
PKM2,O=C(NCc1ccco1)c1ccccc1Oc1ccccc1,1,197.0
PKM2,O=C(NCc1ccco1)c1cccn2c(=O)c3c4c(sc3nc12)CCCC4,1,198.0
PKM2,O=C(NCc1cccs1)C1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,1,199.0
PKM2,O=C(NCc1cccs1)C1CCN(S(=O)(=O)c2ccccc2)CC1,1,200.0
PKM2,O=C(NCc1cccs1)C1CCN(S(=O)(=O)c2cccs2)CC1,1,201.0
PKM2,O=C(NCc1cccs1)c1ccccc1,1,202.0
PKM2,O=C(NCc1nnc2ccccn12)c1ccco1,1,203.0
PKM2,O=C(NCc1nnc2ccccn12)c1cccs1,1,204.0
PKM2,O=C(NN=Cc1ccc(N2CCOCC2)o1)c1ccccc1,1,205.0
PKM2,O=C(NN=Cc1ccccc1)c1cc(-c2ccco2)nc2ccccc12,1,206.0
PKM2,O=C(NN=Cc1ccccc1)c1ccn(-c2ccccc2)c1,1,207.0
PKM2,O=C(NN=Cc1cn(Cc2ccccc2)c(=O)s1)c1ccc2ccccc2c1,1,208.0
PKM2,O=C(NNc1ccccc1)c1cccs1,1,209.0
PKM2,O=C(NS(=O)(=O)c1ccccc1)c1c[nH]c(=O)[nH]c1=O,1,210.0
PKM2,O=C(Nc1ccc(N2CCOCC2)c(S(=O)(=O)Nc2ccccc2)c1)c1ccc[nH]1,1,211.0
PKM2,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C1CC2C=CC1O2,1,212.0
PKM2,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1,1,213.0
PKM2,O=C(Nc1ccccc1)N(Cc1cnc2ccccc2c1)Cc1ccco1,1,214.0
PKM2,O=C(Nc1ccccc1)c1ccc[nH]1,1,215.0
PKM2,O=C(Nc1ccccc1)c1cccc(N2C(=O)C=CC2=O)c1,1,216.0
PKM2,O=C(Nc1ccccc1)c1ccccc1,1,217.0
PKM2,O=C(Nc1ccon1)c1ccccc1,1,218.0
PKM2,O=C(Nc1cn(Cc2ccccc2)c(=O)[nH]c1=O)c1cc2c(s1)CCC2,1,219.0
PKM2,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc[nH]1,1,220.0
PKM2,O=C(Nc1nc(-c2ccn(Cc3ccco3)c2)cs1)c1cccnc1,1,221.0
PKM2,O=C(Nc1ncc2c(n1)CC(c1ccco1)CC2=O)c1ccco1,1,222.0
PKM2,O=C(Nc1nccs1)c1ccc(Cn2cccn2)o1,1,223.0
PKM2,O=C(Nc1nnc(SCc2ccccc2)s1)C1CC(=O)N(Cc2ccccc2)C1,1,224.0
PKM2,O=C(OCCOc1ncncn1)c1ccccc1,1,225.0
PKM2,O=C(OCc1ccc2c(c1)OCO2)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,226.0
PKM2,O=C(OCc1cscn1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,227.0
PKM2,O=C(c1cc(-c2ccccn2)nc2ccccc12)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,228.0
PKM2,O=C(c1cc(-c2ccco2)nc2ccccc12)N1CCN(c2ncccn2)CC1,1,229.0
PKM2,O=C(c1ccc(-c2ccccc2)[nH]1)N(Cc1ccccc1)Cc1ccncc1,1,230.0
PKM2,O=C(c1ccc(S(=O)(=O)NCc2ccco2)cc1)N1CC[NH+](Cc2ccccc2)CC1,1,231.0
PKM2,O=C(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CC[NH+](Cc2ccccc2)CC1,1,232.0
PKM2,O=C(c1ccc([N-]S(=O)(=O)c2ccccc2)cc1)N1CCN(c2ccccc2)CC1,1,233.0
PKM2,O=C(c1ccc([N-]S(=O)(=O)c2ccccc2)cc1)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,1,234.0
PKM2,O=C(c1ccc([N-]S(=O)(=O)c2cccs2)cc1)N1CCN(c2ccccc2)CC1,1,235.0
PKM2,O=C(c1ccc2c(=O)n(Cc3ccccc3)c(=O)[nH]c2c1)N1CC[NH+](Cc2ccccc2)CC1,1,236.0
PKM2,O=C(c1ccc2c(=O)n(Cc3ccco3)c(=S)[nH]c2c1)N1CC[NH+](Cc2ccccc2)CC1,1,237.0
PKM2,O=C(c1ccccc1)N1CC2Cc3c(ccn3Cc3ccco3)C2C1Cc1ccccc1,1,238.0
PKM2,O=C(c1ccccc1)N1CCC(n2cnc3ccccc32)CC1,1,239.0
PKM2,O=C(c1ccccc1)N1CCC2(CC(c3ccccc3)=NO2)C1,1,240.0
PKM2,O=C(c1ccccc1)N1CCCC(CNS(=O)(=O)c2ccccc2)C1,1,241.0
PKM2,O=C(c1ccccc1)N1CC[NH+](Cc2ccccc2)CC1,1,242.0
PKM2,O=C(c1ccco1)N1CCN(C(=O)c2cc3cnc4ccccc4c3s2)CC1,1,243.0
PKM2,O=C(c1ccco1)N1CC[NH+](C(c2cnc3ccccc3c2)c2nnn[nH]2)CC1,1,244.0
PKM2,O=C(c1cccs1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,245.0
PKM2,O=C(c1ccn[nH]1)N1CCC(Cc2ccccc2)CC1,1,246.0
PKM2,O=C1CC(Sc2ccccc2)C(=O)N1c1cc2c(s1)CCCC2,1,247.0
PKM2,O=C1CC(Sc2nnc(-c3ccccc3)o2)C(=O)N1c1ccccc1,1,248.0
PKM2,O=C1CC(Sc2nnnn2-c2ccccc2)C(=O)N1c1ccccc1,1,249.0
PKM2,O=C1CC(c2ccc(OCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,1,250.0
PKM2,O=C1CC(c2ccccc2)Cc2[nH]c(C(=O)N3CCOCC3)cc21,1,251.0
PKM2,O=C1CC(c2ccccc2)N2CC[NH2+]C2=C1C(=O)Nc1ccccc1,1,252.0
PKM2,O=C1CC(c2ccco2)Cc2[nH]ccc21,1,253.0
PKM2,O=C1CN(C(=O)CSc2ncnc3sccc23)c2ccccc2N1,1,254.0
PKM2,O=C1CN(S(=O)(=O)c2ccccc2)CCN1S(=O)(=O)c1ccccc1,1,255.0
PKM2,O=C1CN(c2nc3nonc3nc2NC2CC2)CCN1Cc1ccccc1,1,256.0
PKM2,O=C1COc2ccc(C(=O)CSc3nncs3)cc2N1,1,257.0
PKM2,O=C1COc2ccc(C(=O)CSc3nnnn3-c3ccccc3)cc2N1,1,258.0
PKM2,O=C1COc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2N1,1,259.0
PKM2,O=C1Cc2cc(S(=O)(=O)NCc3ccccc3)ccc2N1,1,260.0
PKM2,O=C1Cc2cc(S(=O)(=O)Nc3ccccc3)ccc2N1,1,261.0
PKM2,O=C1N(Cc2ccccc2)CC2CC(c3c[nH]nc3-c3ccccc3)[NH+]3CCCC123,1,262.0
PKM2,O=C1NC(=Cc2ccc(-c3ccccc3)o2)C(=O)N1Cc1ccccc1,1,263.0
PKM2,O=C1NC(=O)C(=C[NH2+]CCc2ccccc2)C(=O)N1,1,264.0
PKM2,O=C1NC(=O)C(=Cc2ccco2)S1,1,265.0
PKM2,O=C1NC(=O)C(=Cc2ccn(-c3cc4c(s3)CCCC4)c2)C(=O)N1,1,266.0
PKM2,O=C1NC(=O)C(=Cc2coc3ccccc3c2=O)C(=O)N1,1,267.0
PKM2,O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=C[NH2+]Cc1ccc2c(c1)OCO2,1,268.0
PKM2,O=C1NC(=O)N(Cc2ccco2)C(=O)C1=C[NH2+]Cc1cccs1,1,269.0
PKM2,O=C1NC(=O)N(c2ccc3c(c2)OCO3)C(=O)C1=Cc1ccc(-c2ccccc2)o1,1,270.0
PKM2,O=C1NC(=O)N(c2ccc3c(c2)OCO3)C(=O)C1=Cc1cccs1,1,271.0
PKM2,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1ccc(-c2ccccc2)o1,1,272.0
PKM2,O=C1NC(=O)c2cc(S(=O)(=O)Nc3ccccc3)cc3cccc1c23,1,273.0
PKM2,O=C1NC(=O)c2cccc3cccc1c23,1,274.0
PKM2,O=C1NC(=S)N(c2ccccc2)C(=O)C1=Cc1cccs1,1,275.0
PKM2,O=C1NC(=S)NC1=Cc1ccco1,1,276.0
PKM2,O=C1NC(=[NH+]c2ccccc2)SC1=Cc1ccco1,1,277.0
PKM2,O=C1NC(c2ccc(-c3ccccc3)o2)Nc2ccccc21,1,278.0
PKM2,O=C1NC=C(C(=O)Nc2ccccc2)C(c2ccccc2)N1,1,279.0
PKM2,O=C1NCC[NH+](Cc2ccccc2)C1CC(=O)N1CCCO1,1,280.0
PKM2,O=C1NN(c2ccccc2)C(=O)C1=Cc1ccccc1OCC(=O)N1CCOCC1,1,281.0
PKM2,O=C1Nc2ccc(S(=O)(=O)Nc3nccs3)c3cccc1c23,1,282.0
PKM2,O=C1OC=CC1=Cc1ccc(-c2ccccc2)o1,1,283.0
PKM2,O=C1OCCC1Sc1nnc2c(n1)[nH]c1ccccc12,1,284.0
PKM2,O=C1OCc2cc([N-]S(=O)(=O)c3ccccc3)ccc21,1,285.0
PKM2,O=C1ON=CC1=Cc1ccc(OCc2ccccc2)cc1,1,286.0
PKM2,O=C1c2ccccc2-c2ccccc21,1,287.0
PKM2,O=C1c2ccccc2C(=O)N1CCc1ccccc1,1,288.0
PKM2,O=C1c2ccnn2CCN1Cc1ccccc1,1,289.0
PKM2,O=C1c2oc3ccccc3c(=O)c2C(c2ccccc2)N1Cc1ccco1,1,290.0
PKM2,O=C1c2sc3nccc(=O)n3c2C(=O)N1Cc1ccccc1,1,291.0
PKM2,O=S(=O)(C=CNc1ccccn1)c1ccccc1,1,292.0
PKM2,O=S(=O)(CCSc1ccccn1)c1ccccc1,1,293.0
PKM2,O=S(=O)(Cc1ccccc1)c1nnco1,1,294.0
PKM2,O=S(=O)(N=c1cccc[nH]1)c1ccccc1,1,295.0
PKM2,O=S(=O)(NC1CCCCC1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,1,296.0
PKM2,O=S(=O)(NCC(c1cccnc1)[NH+]1CCc2ccccc2C1)c1ccccc1,1,297.0
PKM2,O=S(=O)(NCC1CCN(S(=O)(=O)c2ccccc2)CC1)c1ccccc1,1,298.0
PKM2,O=S(=O)(NCCCNc1ccccc1)c1ccccc1,1,299.0
PKM2,O=S(=O)(NCCNc1ncccn1)c1ccccc1,1,300.0
